NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	Hif1a	hypoxia inducible factor 1, alpha subunit [Source:MGI Symbol;Acc:MGI:106918]	468	1.7308735847473145	-0.01633737	No	
row_1	Rhox5	reproductive homeobox 5 [Source:MGI Symbol;Acc:MGI:97538]	747	1.4714775085449219	-0.024772804	No	
row_2	Uchl1	ubiquitin carboxy-terminal hydrolase L1 [Source:MGI Symbol;Acc:MGI:103149]	925	1.3375760316848755	-0.028996319	No	
row_3	Actr2	ARP2 actin-related protein 2 [Source:MGI Symbol;Acc:MGI:1913963]	1183	1.1890041828155518	-0.03728505	No	
row_4	Ndel1	nudE neurodevelopment protein 1 like 1 [Source:MGI Symbol;Acc:MGI:1932915]	1438	1.0881626605987549	-0.045726005	No	
row_5	Adcy3	adenylate cyclase 3 [Source:MGI Symbol;Acc:MGI:99675]	1454	1.0833325386047363	-0.04330677	No	
row_6	Neurl1a	neuralized E3 ubiquitin protein ligase 1A [Source:MGI Symbol;Acc:MGI:1334263]	1547	1.0432624816894531	-0.04450561	No	
row_7	Bbs4	Bardet-Biedl syndrome 4 (human) [Source:MGI Symbol;Acc:MGI:2143311]	1571	1.03611159324646	-0.042585563	No	
row_8	Sun2	Sad1 and UNC84 domain containing 2 [Source:MGI Symbol;Acc:MGI:2443011]	1684	0.9952095150947571	-0.04483194	No	
row_9	Agtpbp1	ATP/GTP binding protein 1 [Source:MGI Symbol;Acc:MGI:2159437]	1712	0.987303614616394	-0.043233626	No	
row_10	Inpp5b	inositol polyphosphate-5-phosphatase B [Source:MGI Symbol;Acc:MGI:103257]	1731	0.9816681742668152	-0.041241966	No	
row_11	Rabgef1	RAB guanine nucleotide exchange factor (GEF) 1 [Source:MGI Symbol;Acc:MGI:1929459]	1857	0.9442876577377319	-0.044225615	No	
row_12	Ly6k	lymphocyte antigen 6 complex, locus K [Source:MGI Symbol;Acc:MGI:1923736]	1868	0.9428033232688904	-0.041981243	No	
row_13	Map2k1	mitogen-activated protein kinase kinase 1 [Source:MGI Symbol;Acc:MGI:1346866]	2004	0.9132105112075806	-0.045508847	No	
row_14	Kif3c	kinesin family member 3C [Source:MGI Symbol;Acc:MGI:107979]	2152	0.8794708847999573	-0.049679026	No	
row_15	Lca5l	Leber congenital amaurosis 5-like [Source:MGI Symbol;Acc:MGI:3041157]	2207	0.8698359131813049	-0.04964548	No	
row_16	Kif21b	kinesin family member 21B [Source:MGI Symbol;Acc:MGI:109234]	2296	0.8504775762557983	-0.051214293	No	
row_17	Arl8a	ADP-ribosylation factor-like 8A [Source:MGI Symbol;Acc:MGI:1915974]	2508	0.8108951449394226	-0.058492683	No	
row_18	Met	met proto-oncogene [Source:MGI Symbol;Acc:MGI:96969]	2584	0.7951075434684753	-0.05962855	No	
row_19	Madd	MAP-kinase activating death domain [Source:MGI Symbol;Acc:MGI:2444672]	2717	0.770975649356842	-0.0634269	No	
row_20	Actr3	ARP3 actin-related protein 3 [Source:MGI Symbol;Acc:MGI:1921367]	2860	0.7494553327560425	-0.06774183	No	
row_21	Pafah1b1	platelet-activating factor acetylhydrolase, isoform 1b, subunit 1 [Source:MGI Symbol;Acc:MGI:109520]	2864	0.7485934495925903	-0.06573502	No	
