NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	Cd52	CD52 antigen [Source:MGI Symbol;Acc:MGI:1346088]	378	1.8433022499084473	-0.00975656	No	
row_1	Hif1a	hypoxia inducible factor 1, alpha subunit [Source:MGI Symbol;Acc:MGI:106918]	468	1.7308735847473145	-0.006902286	No	
row_2	Septin6	septin 6 [Source:MGI Symbol;Acc:MGI:1888939]	613	1.60081148147583	-0.007049625	No	
row_3	Adgb	androglobin [Source:MGI Symbol;Acc:MGI:3605549]	794	1.4274650812149048	-0.009512065	No	
row_4	Ctsh	cathepsin H [Source:MGI Symbol;Acc:MGI:107285]	949	1.3199279308319092	-0.011226951	No	
row_5	Tsga10	testis specific 10 [Source:MGI Symbol;Acc:MGI:2685063]	1285	1.153245449066162	-0.02178177	No	
row_6	Marcks	myristoylated alanine rich protein kinase C substrate [Source:MGI Symbol;Acc:MGI:96907]	1313	1.1385191679000854	-0.018479215	No	
row_7	Sqstm1	sequestosome 1 [Source:MGI Symbol;Acc:MGI:107931]	1457	1.081702709197998	-0.020643389	No	
row_8	Bbs4	Bardet-Biedl syndrome 4 (human) [Source:MGI Symbol;Acc:MGI:2143311]	1571	1.03611159324646	-0.021633219	No	
row_9	Akap3	A kinase (PRKA) anchor protein 3 [Source:MGI Symbol;Acc:MGI:1341149]	2158	0.8788872361183167	-0.044618383	No	
row_10	Adam15	a disintegrin and metallopeptidase domain 15 (metargidin) [Source:MGI Symbol;Acc:MGI:1333882]	2233	0.8608396649360657	-0.04454236	No	
row_11	Grk3	G protein-coupled receptor kinase 3 [Source:MGI Symbol;Acc:MGI:87941]	2307	0.8481057286262512	-0.044471737	No	
row_12	Met	met proto-oncogene [Source:MGI Symbol;Acc:MGI:96969]	2584	0.7951075434684753	-0.053783458	No	
row_13	Pafah1b1	platelet-activating factor acetylhydrolase, isoform 1b, subunit 1 [Source:MGI Symbol;Acc:MGI:109520]	2864	0.7485934495925903	-0.06341549	No	
row_14	Rnf38	ring finger protein 38 [Source:MGI Symbol;Acc:MGI:1920719]	2890	0.7441583871841431	-0.06158906	No	
row_15	Slc26a3	solute carrier family 26, member 3 [Source:MGI Symbol;Acc:MGI:107181]	3107	0.7085299491882324	-0.0685338	No	
row_16	Atg16l1	autophagy related 16-like 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1924290]	3169	0.7002145648002625	-0.06850845	No	
row_17	Septin7	septin 7 [Source:MGI Symbol;Acc:MGI:1335094]	3255	0.6868954300880432	-0.06962037	No	
row_18	Slc26a6	solute carrier family 26, member 6 [Source:MGI Symbol;Acc:MGI:2159728]	3731	0.6241223216056824	-0.08860239	No	
row_19	Prkar1a	protein kinase, cAMP dependent regulatory, type I, alpha [Source:MGI Symbol;Acc:MGI:104878]	3784	0.6178788542747498	-0.08849747	No	
row_20	Capzb	capping actin protein of muscle Z-line subunit beta [Source:MGI Symbol;Acc:MGI:104652]	3788	0.6171318888664246	-0.086181626	No	
row_21	Rap1a	RAS-related protein 1a [Source:MGI Symbol;Acc:MGI:97852]	4088	0.5772399306297302	-0.09739794	No	
row_22	Tppp2	tubulin polymerization-promoting protein family member 2 [Source:MGI Symbol;Acc:MGI:2684923]	4179	0.5668863654136658	-0.09921246	No	
row_23	Atp1b3	ATPase, Na+/K+ transporting, beta 3 polypeptide [Source:MGI Symbol;Acc:MGI:107788]	4308	0.5506152510643005	-0.10280851	No	
row_24	Dld	dihydrolipoamide dehydrogenase [Source:MGI Symbol;Acc:MGI:107450]	4331	0.5479246973991394	-0.10162602	No	
row_25	Ct55	cancer/testis antigen 55 [Source:MGI Symbol;Acc:MGI:1922263]	4399	0.5396727323532104	-0.102509476	No	
row_26	Atp1a1	ATPase, Na+/K+ transporting, alpha 1 polypeptide [Source:MGI Symbol;Acc:MGI:88105]	5110	0.4609714150428772	-0.13275719	No	
row_27	Slc25a31	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31 [Source:MGI Symbol;Acc:MGI:1920583]	5275	0.44457823038101196	-0.13840097	No	
row_28	Ppp3cc	protein phosphatase 3, catalytic subunit, gamma isoform [Source:MGI Symbol;Acc:MGI:107162]	5437	0.4290270209312439	-0.143971	No	
row_29	Il4i1	interleukin 4 induced 1 [Source:MGI Symbol;Acc:MGI:109552]	5513	0.4219343364238739	-0.14568359	No	
row_30	Tcp11	t-complex protein 11 [Source:MGI Symbol;Acc:MGI:98544]	5721	0.40134885907173157	-0.15344188	No	
row_31	Ak2	adenylate kinase 2 [Source:MGI Symbol;Acc:MGI:87978]	6071	0.36733120679855347	-0.16775107	No	
row_32	Septin2	septin 2 [Source:MGI Symbol;Acc:MGI:97298]	6109	0.36360347270965576	-0.16797847	No	
row_33	Arl13b	ADP-ribosylation factor-like 13B [Source:MGI Symbol;Acc:MGI:1915396]	6128	0.3620084822177887	-0.16735375	No	
row_34	Prkaca	protein kinase, cAMP dependent, catalytic, alpha [Source:MGI Symbol;Acc:MGI:97592]	6353	0.33947089314460754	-0.17612593	No	
row_35	Aldoa	aldolase A, fructose-bisphosphate [Source:MGI Symbol;Acc:MGI:87994]	6547	0.32147613167762756	-0.18356897	No	
row_36	Cep295nl	CEP295 N-terminal like [Source:MGI Symbol;Acc:MGI:1929713]	6563	0.32024356722831726	-0.1829746	No	
row_37	Vdac2	voltage-dependent anion channel 2 [Source:MGI Symbol;Acc:MGI:106915]	6947	0.2876780927181244	-0.19913636	No	
row_38	Septin4	septin 4 [Source:MGI Symbol;Acc:MGI:1270156]	7254	0.26303038001060486	-0.21191706	No	
row_39	Ssna1	SS nuclear autoantigen 1 [Source:MGI Symbol;Acc:MGI:1915725]	7306	0.25896498560905457	-0.21319264	No	
row_40	Aldoart1	aldolase 1 A, retrogene 1 [Source:MGI Symbol;Acc:MGI:2447811]	7662	0.2305017113685608	-0.22831644	No	
row_41	Oaz3	ornithine decarboxylase antizyme 3 [Source:MGI Symbol;Acc:MGI:1858170]	7767	0.2210850566625595	-0.23213711	No	
row_42	Tekt3	tektin 3 [Source:MGI Symbol;Acc:MGI:1918312]	8113	0.191517636179924	-0.24696393	No	
row_43	Drd2	dopamine receptor D2 [Source:MGI Symbol;Acc:MGI:94924]	8180	0.18582411110401154	-0.24920778	No	
row_44	Spag6	sperm associated antigen 6 [Source:MGI Symbol;Acc:MGI:3040687]	8194	0.18469996750354767	-0.24906147	No	
row_45	Sord	sorbitol dehydrogenase [Source:MGI Symbol;Acc:MGI:98266]	8355	0.171956866979599	-0.25560743	No	
row_46	Tssk1	testis-specific serine kinase 1 [Source:MGI Symbol;Acc:MGI:1347557]	8366	0.17107152938842773	-0.2553797	No	
row_47	Ace	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1 [Source:MGI Symbol;Acc:MGI:87874]	8533	0.15756769478321075	-0.26225394	No	
row_48	Tpgs1	tubulin polyglutamylase complex subunit 1 [Source:MGI Symbol;Acc:MGI:106618]	8785	0.13813194632530212	-0.27304578	No	
row_49	Hspd1	heat shock protein 1 (chaperonin) [Source:MGI Symbol;Acc:MGI:96242]	9000	0.12062741816043854	-0.28223544	No	
row_50	Calm1	calmodulin 1 [Source:MGI Symbol;Acc:MGI:88251]	9112	0.11164254695177078	-0.28680712	No	
row_51	Lyzl4	lysozyme-like 4 [Source:MGI Symbol;Acc:MGI:1916282]	9814	0.05478878319263458	-0.31826165	No	
row_52	Ttll1	tubulin tyrosine ligase-like 1 [Source:MGI Symbol;Acc:MGI:2443047]	9815	0.054738111793994904	-0.31804422	No	
row_53	Nherf1	NHERF family PDZ scaffold protein 1 [Source:MGI Symbol;Acc:MGI:1349482]	9879	0.04928034543991089	-0.3206949	No	
row_54	Dnah17	dynein, axonemal, heavy chain 17 [Source:MGI Symbol;Acc:MGI:1917176]	9994	0.04045981168746948	-0.32568485	No	
row_55	Slco6c1	solute carrier organic anion transporter family, member 6c1 [Source:MGI Symbol;Acc:MGI:1921691]	10095	0.03289036825299263	-0.33007234	No	
row_56	Dync2h1	dynein cytoplasmic 2 heavy chain 1 [Source:MGI Symbol;Acc:MGI:107736]	10526	-3.5530325840227306E-4	-0.34949893	No	
row_57	Cfap20	cilia and flagella associated protein 20 [Source:MGI Symbol;Acc:MGI:107428]	11159	-0.05109217390418053	-0.37785062	No	
row_58	Gm5751	predicted gene 5751 [Source:MGI Symbol;Acc:MGI:3642927]	11238	-0.058073654770851135	-0.3811441	No	
row_59	Dnhd1	dynein heavy chain domain 1 [Source:MGI Symbol;Acc:MGI:1924755]	11410	-0.07409423589706421	-0.3885758	No	
row_60	Gabarap	gamma-aminobutyric acid receptor associated protein [Source:MGI Symbol;Acc:MGI:1861742]	11433	-0.07564743608236313	-0.3892693	No	
row_61	Ccdc38	coiled-coil domain containing 38 [Source:MGI Symbol;Acc:MGI:2444738]	11568	-0.08754809945821762	-0.39497584	No	
row_62	Septin10	septin 10 [Source:MGI Symbol;Acc:MGI:1918110]	11678	-0.09547999501228333	-0.39952135	No	
row_63	Cul3	cullin 3 [Source:MGI Symbol;Acc:MGI:1347360]	11867	-0.1115974634885788	-0.40757218	No	
